,c1,c2,c3,c4,c5,c6,c7,c8,c9,m,p,b
827,0,0,1,0,-1,1,1,-1,-1,0,X,--X-OXXOO
828,0,0,1,0,1,-1,-1,-1,1,0,X,--X-XOOOX
829,0,0,1,0,1,-1,-1,1,-1,1,X,--X-XOOXO
830,0,0,1,-1,0,-1,-1,1,1,0,X,--XO-OOXX
831,0,0,1,-1,0,-1,1,-1,1,4,X,--XO-OXOX
832,0,0,1,-1,0,-1,1,1,-1,4,X,--XO-OXXO
833,0,0,1,-1,0,1,-1,1,-1,0,X,--XO-XOXO
834,0,0,1,-1,0,1,1,-1,-1,4,X,--XO-XXOO
835,0,0,1,-1,-1,0,-1,1,1,5,X,--XOO-OXX
836,0,0,1,-1,-1,0,1,-1,1,5,X,--XOO-XOX
837,0,0,1,-1,-1,0,1,1,-1,0,X,--XOO-XXO
838,0,0,1,-1,-1,1,0,1,-1,0,X,--XOOX-XO
839,0,0,1,-1,-1,1,-1,1,0,8,X,--XOOXOX-
840,0,0,1,-1,-1,1,1,0,-1,0,X,--XOOXX-O
841,0,0,1,-1,-1,1,1,-1,0,8,X,--XOOXXO-
842,0,0,1,-1,1,0,-1,-1,1,0,X,--XOX-OOX
843,0,0,1,-1,1,0,-1,1,-1,1,X,--XOX-OXO
844,0,0,1,-1,1,-1,0,-1,1,0,X,--XOXO-OX
845,0,0,1,-1,1,-1,0,1,-1,1,X,--XOXO-XO
846,0,0,1,-1,1,-1,-1,0,1,0,X,--XOXOO-X
847,0,0,1,-1,1,-1,-1,1,0,1,X,--XOXOOX-
848,0,0,1,-1,1,1,0,-1,-1,6,X,--XOXX-OO
849,0,0,1,-1,1,1,-1,0,-1,0,X,--XOXXO-O
850,0,0,1,-1,1,1,-1,-1,0,8,X,--XOXXOO-
851,0,0,1,1,0,-1,-1,-1,1,0,X,--XX-OOOX
852,0,0,1,1,0,-1,-1,1,-1,1,X,--XX-OOXO
853,0,0,1,1,0,-1,1,-1,-1,0,X,--XX-OXOO
854,0,0,1,1,-1,0,-1,-1,1,5,X,--XXO-OOX
855,0,0,1,1,-1,0,-1,1,-1,0,X,--XXO-OXO
856,0,0,1,1,-1,0,1,-1,-1,0,X,--XXO-XOO
857,0,0,1,1,-1,-1,0,-1,1,1,X,--XXOO-OX
858,0,0,1,1,-1,-1,0,1,-1,0,X,--XXOO-XO
859,0,0,1,1,-1,-1,-1,0,1,0,X,--XXOOO-X
860,0,0,1,1,-1,-1,-1,1,0,0,X,--XXOOOX-
861,0,0,1,1,-1,-1,1,0,-1,0,X,--XXOOX-O
862,0,0,1,1,-1,-1,1,-1,0,0,X,--XXOOXO-
863,0,0,1,1,-1,1,0,-1,-1,0,X,--XXOX-OO
864,0,0,1,1,-1,1,-1,0,-1,0,X,--XXOXO-O
865,0,0,1,1,-1,1,-1,-1,0,8,X,--XXOXOO-
866,0,0,1,1,1,-1,0,-1,-1,6,X,--XXXO-OO
867,0,0,1,1,1,-1,-1,0,-1,7,X,--XXXOO-O
868,0,0,1,1,1,-1,-1,-1,0,8,X,--XXXOOO-
869,0,-1,0,0,-1,1,-1,1,1,2,X,-O--OXOXX
870,0,-1,0,0,-1,1,1,1,-1,0,X,-O--OXXXO
871,0,-1,0,0,1,-1,-1,1,1,0,X,-O--XOOXX
872,0,-1,0,0,1,-1,1,-1,1,0,X,-O--XOXOX
873,0,-1,0,0,1,-1,1,1,-1,2,X,-O--XOXXO
874,0,-1,0,0,1,1,-1,-1,1,0,X,-O--XXOOX
875,0,-1,0,0,1,1,-1,1,-1,3,X,-O--XXOXO
876,0,-1,0,0,1,1,1,-1,-1,2,X,-O--XXXOO
877,0,-1,0,-1,0,1,-1,1,1,2,X,-O-O-XOXX
878,0,-1,0,-1,0,1,1,-1,1,2,X,-O-O-XXOX
879,0,-1,0,-1,0,1,1,1,-1,0,X,-O-O-XXXO
880,0,-1,0,-1,-1,1,0,1,1,2,X,-O-OOX-XX
881,0,-1,0,-1,-1,1,1,0,1,2,X,-O-OOXX-X
882,0,-1,0,-1,-1,1,1,1,0,8,X,-O-OOXXX-
883,0,-1,0,-1,1,0,-1,1,1,0,X,-O-OX-OXX
884,0,-1,0,-1,1,0,1,-1,1,0,X,-O-OX-XOX
885,0,-1,0,-1,1,0,1,1,-1,2,X,-O-OX-XXO
886,0,-1,0,-1,1,-1,0,1,1,0,X,-O-OXO-XX
887,0,-1,0,-1,1,-1,1,0,1,0,X,-O-OXOX-X
888,0,-1,0,-1,1,-1,1,1,0,2,X,-O-OXOXX-
889,0,-1,0,-1,1,1,0,-1,1,0,X,-O-OXX-OX
890,0,-1,0,-1,1,1,0,1,-1,0,X,-O-OXX-XO
891,0,-1,0,-1,1,1,-1,0,1,0,X,-O-OXXO-X
892,0,-1,0,-1,1,1,-1,1,0,0,X,-O-OXXOX-
893,0,-1,0,-1,1,1,1,0,-1,2,X,-O-OXXX-O
894,0,-1,0,-1,1,1,1,-1,0,2,X,-O-OXXXO-
895,0,-1,0,1,0,-1,-1,1,1,0,X,-O-X-OOXX
896,0,-1,0,1,0,-1,1,-1,1,0,X,-O-X-OXOX
897,0,-1,0,1,0,-1,1,1,-1,0,X,-O-X-OXXO
898,0,-1,0,1,0,1,-1,-1,1,2,X,-O-X-XOOX
899,0,-1,0,1,0,1,-1,1,-1,4,X,-O-X-XOXO
900,0,-1,0,1,0,1,1,-1,-1,0,X,-O-X-XXOO
901,0,-1,0,1,-1,0,-1,1,1,2,X,-O-XO-OXX
902,0,-1,0,1,-1,0,1,1,-1,0,X,-O-XO-XXO
903,0,-1,0,1,-1,-1,0,1,1,6,X,-O-XOO-XX
904,0,-1,0,1,-1,-1,1,0,1,0,X,-O-XOOX-X
905,0,-1,0,1,-1,-1,1,1,0,0,X,-O-XOOXX-
906,0,-1,0,1,-1,1,0,1,-1,0,X,-O-XOX-XO
907,0,-1,0,1,-1,1,-1,0,1,2,X,-O-XOXO-X
908,0,-1,0,1,-1,1,-1,1,0,2,X,-O-XOXOX-
909,0,-1,0,1,-1,1,1,0,-1,0,X,-O-XOXX-O
910,0,-1,0,1,1,0,-1,-1,1,0,X,-O-XX-OOX
911,0,-1,0,1,1,0,-1,1,-1,5,X,-O-XX-OXO
912,0,-1,0,1,1,0,1,-1,-1,0,X,-O-XX-XOO
913,0,-1,0,1,1,-1,0,-1,1,0,X,-O-XXO-OX
914,0,-1,0,1,1,-1,0,1,-1,2,X,-O-XXO-XO
915,0,-1,0,1,1,-1,-1,0,1,0,X,-O-XXOO-X
916,0,-1,0,1,1,-1,-1,1,0,0,X,-O-XXOOX-
917,0,-1,0,1,1,-1,1,0,-1,0,X,-O-XXOX-O
918,0,-1,0,1,1,-1,1,-1,0,0,X,-O-XXOXO-
919,0,-1,-1,0,0,1,-1,1,1,0,X,-OO--XOXX
920,0,-1,-1,0,0,1,1,-1,1,0,X,-OO--XXOX
921,0,-1,-1,0,0,1,1,1,-1,0,X,-OO--XXXO
922,0,-1,-1,0,-1,1,0,1,1,6,X,-OO-OX-XX
923,0,-1,-1,0,-1,1,1,0,1,7,X,-OO-OXX-X
924,0,-1,-1,0,-1,1,1,1,0,8,X,-OO-OXXX-
925,0,-1,-1,0,1,0,-1,1,1,0,X,-OO-X-OXX
926,0,-1,-1,0,1,0,1,-1,1,0,X,-OO-X-XOX
927,0,-1,-1,0,1,0,1,1,-1,0,X,-OO-X-XXO
928,0,-1,-1,0,1,-1,0,1,1,0,X,-OO-XO-XX
929,0,-1,-1,0,1,-1,1,0,1,0,X,-OO-XOX-X
930,0,-1,-1,0,1,-1,1,1,0,8,X,-OO-XOXX-
931,0,-1,-1,0,1,1,0,-1,1,0,X,-OO-XX-OX
932,0,-1,-1,0,1,1,0,1,-1,3,X,-OO-XX-XO
933,0,-1,-1,0,1,1,-1,0,1,0,X,-OO-XXO-X
934,0,-1,-1,0,1,1,-1,1,0,3,X,-OO-XXOX-
935,0,-1,-1,0,1,1,1,0,-1,3,X,-OO-XXX-O
936,0,-1,-1,0,1,1,1,-1,0,3,X,-OO-XXXO-
937,0,-1,-1,-1,0,1,0,1,1,6,X,-OOO-X-XX
938,0,-1,-1,-1,0,1,1,0,1,7,X,-OOO-XX-X
939,0,-1,-1,-1,1,0,0,1,1,0,X,-OOOX--XX
940,0,-1,-1,-1,1,0,1,0,1,0,X,-OOOX-X-X
941,0,-1,-1,-1,1,0,1,1,0,8,X,-OOOX-XX-
942,0,-1,-1,-1,1,1,0,0,1,0,X,-OOOXX--X
943,0,-1,-1,-1,1,1,0,1,0,0,X,-OOOXX-X-
944,0,-1,-1,-1,1,1,1,0,0,0,X,-OOOXXX--
945,0,-1,-1,1,0,0,-1,1,1,0,X,-OOX--OXX
946,0,-1,-1,1,0,0,1,-1,1,0,X,-OOX--XOX
947,0,-1,-1,1,0,0,1,1,-1,0,X,-OOX--XXO
948,0,-1,-1,1,0,-1,0,1,1,6,X,-OOX-O-XX
949,0,-1,-1,1,0,-1,1,0,1,0,X,-OOX-OX-X
950,0,-1,-1,1,0,1,0,-1,1,4,X,-OOX-X-OX
951,0,-1,-1,1,0,1,0,1,-1,4,X,-OOX-X-XO
952,0,-1,-1,1,0,1,-1,0,1,4,X,-OOX-XO-X
953,0,-1,-1,1,0,1,1,0,-1,0,X,-OOX-XX-O
954,0,-1,-1,1,-1,0,0,1,1,6,X,-OOXO--XX
955,0,-1,-1,1,-1,0,1,0,1,0,X,-OOXO-X-X
956,0,-1,-1,1,-1,0,1,1,0,0,X,-OOXO-XX-
957,0,-1,-1,1,-1,1,0,0,1,0,X,-OOXOX--X
958,0,-1,-1,1,-1,1,0,1,0,0,X,-OOXOX-X-
959,0,-1,-1,1,-1,1,1,0,0,0,X,-OOXOXX--
960,0,-1,-1,1,1,0,0,-1,1,0,X,-OOXX--OX
961,0,-1,-1,1,1,0,0,1,-1,5,X,-OOXX--XO
962,0,-1,-1,1,1,0,-1,0,1,0,X,-OOXX-O-X
963,0,-1,-1,1,1,0,-1,1,0,5,X,-OOXX-OX-
964,0,-1,-1,1,1,0,1,0,-1,0,X,-OOXX-X-O
965,0,-1,-1,1,1,0,1,-1,0,0,X,-OOXX-XO-
966,0,-1,-1,1,1,-1,0,0,1,0,X,-OOXXO--X
967,0,-1,-1,1,1,-1,0,1,0,0,X,-OOXXO-X-
968,0,-1,-1,1,1,-1,1,0,0,0,X,-OOXXOX--
969,0,-1,1,0,0,-1,-1,1,1,0,X,-OX--OOXX
970,0,-1,1,0,0,-1,1,-1,1,4,X,-OX--OXOX
971,0,-1,1,0,0,-1,1,1,-1,4,X,-OX--OXXO
972,0,-1,1,0,0,1,-1,1,-1,0,X,-OX--XOXO
973,0,-1,1,0,0,1,1,-1,-1,4,X,-OX--XXOO
974,0,-1,1,0,-1,0,-1,1,1,5,X,-OX-O-OXX
975,0,-1,1,0,-1,0,1,1,-1,0,X,-OX-O-XXO
976,0,-1,1,0,-1,-1,0,1,1,6,X,-OX-OO-XX
977,0,-1,1,0,-1,-1,1,0,1,7,X,-OX-OOX-X
978,0,-1,1,0,-1,-1,1,1,0,8,X,-OX-OOXX-
979,0,-1,1,0,-1,1,0,1,-1,0,X,-OX-OX-XO
980,0,-1,1,0,-1,1,-1,1,0,8,X,-OX-OXOX-
981,0,-1,1,0,-1,1,1,0,-1,0,X,-OX-OXX-O
982,0,-1,1,0,1,0,-1,-1,1,0,X,-OX-X-OOX
983,0,-1,1,0,1,0,-1,1,-1,0,X,-OX-X-OXO
984,0,-1,1,0,1,-1,0,-1,1,0,X,-OX-XO-OX
985,0,-1,1,0,1,-1,0,1,-1,6,X,-OX-XO-XO
986,0,-1,1,0,1,-1,-1,0,1,0,X,-OX-XOO-X
987,0,-1,1,0,1,-1,-1,1,0,0,X,-OX-XOOX-
988,0,-1,1,0,1,1,0,-1,-1,3,X,-OX-XX-OO
989,0,-1,1,0,1,1,-1,0,-1,3,X,-OX-XXO-O
990,0,-1,1,0,1,1,-1,-1,0,3,X,-OX-XXOO-
991,0,-1,1,-1,0,0,-1,1,1,5,X,-OXO--OXX
992,0,-1,1,-1,0,0,1,-1,1,4,X,-OXO--XOX
993,0,-1,1,-1,0,0,1,1,-1,4,X,-OXO--XXO
994,0,-1,1,-1,0,-1,0,1,1,6,X,-OXO-O-XX
995,0,-1,1,-1,0,-1,1,0,1,4,X,-OXO-OX-X
996,0,-1,1,-1,0,1,0,1,-1,0,X,-OXO-X-XO
997,0,-1,1,-1,0,1,1,0,-1,4,X,-OXO-XX-O
998,0,-1,1,-1,-1,0,0,1,1,5,X,-OXOO--XX
999,0,-1,1,-1,-1,0,1,0,1,5,X,-OXOO-X-X
1000,0,-1,1,-1,-1,0,1,1,0,8,X,-OXOO-XX-
1001,0,-1,1,-1,-1,1,0,1,0,8,X,-OXOOX-X-
1002,0,-1,1,-1,-1,1,1,0,0,8,X,-OXOOXX--
1003,0,-1,1,-1,1,0,0,-1,1,0,X,-OXOX--OX
1004,0,-1,1,-1,1,0,0,1,-1,6,X,-OXOX--XO
1005,0,-1,1,-1,1,0,-1,0,1,0,X,-OXOX-O-X
1006,0,-1,1,-1,1,0,-1,1,0,0,X,-OXOX-OX-
1007,0,-1,1,-1,1,-1,0,0,1,0,X,-OXOXO--X
1008,0,-1,1,-1,1,-1,0,1,0,6,X,-OXOXO-X-
1009,0,-1,1,-1,1,1,0,0,-1,6,X,-OXOXX--O
1010,0,-1,1,-1,1,1,0,-1,0,6,X,-OXOXX-O-
1011,0,-1,1,-1,1,1,-1,0,0,8,X,-OXOXXO--
1012,0,-1,1,1,0,0,-1,-1,1,5,X,-OXX--OOX
1013,0,-1,1,1,0,0,-1,1,-1,0,X,-OXX--OXO
1014,0,-1,1,1,0,0,1,-1,-1,0,X,-OXX--XOO
1015,0,-1,1,1,0,-1,0,-1,1,4,X,-OXX-O-OX
1016,0,-1,1,1,0,-1,0,1,-1,6,X,-OXX-O-XO
1017,0,-1,1,1,0,-1,-1,0,1,0,X,-OXX-OO-X
1018,0,-1,1,1,0,-1,1,0,-1,0,X,-OXX-OX-O
1019,0,-1,1,1,0,1,0,-1,-1,4,X,-OXX-X-OO
1020,0,-1,1,1,0,1,-1,0,-1,4,X,-OXX-XO-O
1021,0,-1,1,1,-1,0,0,1,-1,0,X,-OXXO--XO
1022,0,-1,1,1,-1,0,-1,0,1,5,X,-OXXO-O-X
1023,0,-1,1,1,-1,0,-1,1,0,0,X,-OXXO-OX-
1024,0,-1,1,1,-1,0,1,0,-1,0,X,-OXXO-X-O
1025,0,-1,1,1,-1,-1,0,0,1,7,X,-OXXOO--X
1026,0,-1,1,1,-1,-1,0,1,0,6,X,-OXXOO-X-
1027,0,-1,1,1,-1,-1,1,0,0,0,X,-OXXOOX--
1028,0,-1,1,1,-1,1,0,0,-1,0,X,-OXXOX--O
1029,0,-1,1,1,-1,1,-1,0,0,8,X,-OXXOXO--
1030,0,-1,1,1,1,0,0,-1,-1,5,X,-OXXX--OO
1031,0,-1,1,1,1,0,-1,0,-1,5,X,-OXXX-O-O
1032,0,-1,1,1,1,0,-1,-1,0,5,X,-OXXX-OO-
1033,0,-1,1,1,1,-1,0,0,-1,6,X,-OXXXO--O
1034,0,-1,1,1,1,-1,0,-1,0,6,X,-OXXXO-O-
1035,0,-1,1,1,1,-1,-1,0,0,0,X,-OXXXOO--
1036,0,1,0,0,-1,-1,-1,1,1,0,X,-X--OOOXX
1037,0,1,0,0,-1,-1,1,-1,1,3,X,-X--OOXOX
1038,0,1,0,0,-1,-1,1,1,-1,0,X,-X--OOXXO
1039,0,1,0,0,-1,1,-1,-1,1,2,X,-X--OXOOX
1040,0,1,0,0,-1,1,-1,1,-1,0,X,-X--OXOXO
1041,0,1,0,0,-1,1,1,-1,-1,0,X,-X--OXXOO
1042,0,1,0,0,1,-1,-1,-1,1,0,X,-X--XOOOX
1043,0,1,0,0,1,-1,1,-1,-1,2,X,-X--XOXOO
1044,0,1,0,-1,0,-1,-1,1,1,4,X,-X-O-OOXX
1045,0,1,0,-1,0,-1,1,-1,1,4,X,-X-O-OXOX
1046,0,1,0,-1,0,-1,1,1,-1,4,X,-X-O-OXXO
1047,0,1,0,-1,0,1,-1,-1,1,2,X,-X-O-XOOX
1048,0,1,0,-1,0,1,-1,1,-1,4,X,-X-O-XOXO
1049,0,1,0,-1,0,1,1,-1,-1,2,X,-X-O-XXOO
1050,0,1,0,-1,-1,0,-1,1,1,0,X,-X-OO-OXX
1051,0,1,0,-1,-1,0,1,-1,1,5,X,-X-OO-XOX
1052,0,1,0,-1,-1,0,1,1,-1,0,X,-X-OO-XXO
1053,0,1,0,-1,-1,1,0,-1,1,2,X,-X-OOX-OX
1054,0,1,0,-1,-1,1,0,1,-1,0,X,-X-OOX-XO
1055,0,1,0,-1,-1,1,-1,0,1,2,X,-X-OOXO-X
1056,0,1,0,-1,-1,1,-1,1,0,0,X,-X-OOXOX-
1057,0,1,0,-1,-1,1,1,0,-1,0,X,-X-OOXX-O
1058,0,1,0,-1,-1,1,1,-1,0,2,X,-X-OOXXO-
1059,0,1,0,-1,1,0,-1,-1,1,0,X,-X-OX-OOX
1060,0,1,0,-1,1,0,1,-1,-1,2,X,-X-OX-XOO
1061,0,1,0,-1,1,-1,0,-1,1,0,X,-X-OXO-OX
1062,0,1,0,-1,1,-1,-1,0,1,0,X,-X-OXOO-X
1063,0,1,0,-1,1,-1,1,0,-1,2,X,-X-OXOX-O
1064,0,1,0,-1,1,-1,1,-1,0,2,X,-X-OXOXO-
1065,0,1,0,-1,1,1,0,-1,-1,6,X,-X-OXX-OO
1066,0,1,0,-1,1,1,-1,0,-1,7,X,-X-OXXO-O
1067,0,1,0,-1,1,1,-1,-1,0,0,X,-X-OXXOO-
1068,0,1,0,1,0,-1,-1,-1,1,0,X,-X-X-OOOX
1069,0,1,0,1,0,-1,-1,1,-1,4,X,-X-X-OOXO
1070,0,1,0,1,0,-1,1,-1,-1,0,X,-X-X-OXOO
1071,0,1,0,1,-1,0,-1,-1,1,2,X,-X-XO-OOX
1072,0,1,0,1,-1,0,-1,1,-1,0,X,-X-XO-OXO
1073,0,1,0,1,-1,0,1,-1,-1,0,X,-X-XO-XOO
1074,0,1,0,1,-1,-1,0,-1,1,0,X,-X-XOO-OX
1075,0,1,0,1,-1,-1,0,1,-1,0,X,-X-XOO-XO
1076,0,1,0,1,-1,-1,-1,0,1,2,X,-X-XOOO-X
1077,0,1,0,1,-1,-1,-1,1,0,2,X,-X-XOOOX-
1078,0,1,0,1,-1,-1,1,0,-1,0,X,-X-XOOX-O
1079,0,1,0,1,-1,-1,1,-1,0,0,X,-X-XOOXO-
1080,0,1,0,1,-1,1,0,-1,-1,0,X,-X-XOX-OO
1081,0,1,0,1,-1,1,-1,0,-1,0,X,-X-XOXO-O
1082,0,1,0,1,-1,1,-1,-1,0,0,X,-X-XOXOO-
1083,0,1,0,1,1,-1,0,-1,-1,0,X,-X-XXO-OO
1084,0,1,0,1,1,-1,-1,0,-1,7,X,-X-XXOO-O
1085,0,1,0,1,1,-1,-1,-1,0,8,X,-X-XXOOO-
1086,0,1,-1,0,0,-1,-1,1,1,4,X,-XO--OOXX
1087,0,1,-1,0,0,-1,1,-1,1,0,X,-XO--OXOX
1088,0,1,-1,0,0,1,-1,-1,1,4,X,-XO--XOOX
1089,0,1,-1,0,0,1,-1,1,-1,4,X,-XO--XOXO
1090,0,1,-1,0,0,1,1,-1,-1,3,X,-XO--XXOO
1091,0,1,-1,0,-1,0,1,-1,1,0,X,-XO-O-XOX
1092,0,1,-1,0,-1,0,1,1,-1,0,X,-XO-O-XXO
1093,0,1,-1,0,-1,-1,0,1,1,6,X,-XO-OO-XX
1094,0,1,-1,0,-1,-1,1,0,1,7,X,-XO-OOX-X
1095,0,1,-1,0,-1,-1,1,1,0,8,X,-XO-OOXX-
1096,0,1,-1,0,-1,1,0,-1,1,6,X,-XO-OX-OX
1097,0,1,-1,0,-1,1,0,1,-1,0,X,-XO-OX-XO
1098,0,1,-1,0,-1,1,1,0,-1,0,X,-XO-OXX-O
1099,0,1,-1,0,-1,1,1,-1,0,0,X,-XO-OXXO-
1100,0,1,-1,0,1,0,-1,-1,1,0,X,-XO-X-OOX
1101,0,1,-1,0,1,0,1,-1,-1,5,X,-XO-X-XOO
1102,0,1,-1,0,1,-1,0,-1,1,0,X,-XO-XO-OX
1103,0,1,-1,0,1,-1,-1,0,1,0,X,-XO-XOO-X
1104,0,1,-1,0,1,-1,1,-1,0,8,X,-XO-XOXO-
1105,0,1,-1,0,1,1,0,-1,-1,3,X,-XO-XX-OO
1106,0,1,-1,0,1,1,-1,0,-1,3,X,-XO-XXO-O
1107,0,1,-1,0,1,1,-1,-1,0,3,X,-XO-XXOO-
1108,0,1,-1,-1,0,0,-1,1,1,4,X,-XOO--OXX
1109,0,1,-1,-1,0,0,1,-1,1,0,X,-XOO--XOX
1110,0,1,-1,-1,0,0,1,1,-1,4,X,-XOO--XXO
1111,0,1,-1,-1,0,-1,0,1,1,4,X,-XOO-O-XX
1112,0,1,-1,-1,0,-1,1,0,1,7,X,-XOO-OX-X
1113,0,1,-1,-1,0,1,0,-1,1,0,X,-XOO-X-OX
1114,0,1,-1,-1,0,1,0,1,-1,4,X,-XOO-X-XO
1115,0,1,-1,-1,0,1,-1,0,1,0,X,-XOO-XO-X
1116,0,1,-1,-1,0,1,1,0,-1,0,X,-XOO-XX-O
1117,0,1,-1,-1,-1,0,0,1,1,6,X,-XOOO--XX
1118,0,1,-1,-1,-1,0,1,0,1,7,X,-XOOO-X-X
1119,0,1,-1,-1,-1,0,1,1,0,8,X,-XOOO-XX-
1120,0,1,-1,-1,-1,1,0,0,1,6,X,-XOOOX--X
1121,0,1,-1,-1,-1,1,0,1,0,6,X,-XOOOX-X-
1122,0,1,-1,-1,-1,1,1,0,0,0,X,-XOOOXX--
1123,0,1,-1,-1,1,0,0,-1,1,0,X,-XOOX--OX
1124,0,1,-1,-1,1,0,-1,0,1,0,X,-XOOX-O-X
1125,0,1,-1,-1,1,0,1,0,-1,7,X,-XOOX-X-O
1126,0,1,-1,-1,1,0,1,-1,0,0,X,-XOOX-XO-
1127,0,1,-1,-1,1,-1,0,0,1,0,X,-XOOXO--X
1128,0,1,-1,-1,1,-1,1,0,0,7,X,-XOOXOX--
1129,0,1,-1,-1,1,1,0,0,-1,7,X,-XOOXX--O
1130,0,1,-1,-1,1,1,0,-1,0,0,X,-XOOXX-O-
1131,0,1,-1,-1,1,1,-1,0,0,7,X,-XOOXXO--
1132,0,1,-1,1,0,0,-1,-1,1,4,X,-XOX--OOX
1133,0,1,-1,1,0,0,-1,1,-1,4,X,-XOX--OXO
1134,0,1,-1,1,0,0,1,-1,-1,0,X,-XOX--XOO
1135,0,1,-1,1,0,-1,0,-1,1,0,X,-XOX-O-OX
1136,0,1,-1,1,0,-1,-1,0,1,4,X,-XOX-OO-X
1137,0,1,-1,1,0,1,0,-1,-1,4,X,-XOX-X-OO
1138,0,1,-1,1,0,1,-1,0,-1,4,X,-XOX-XO-O
1139,0,1,-1,1,-1,0,0,-1,1,6,X,-XOXO--OX
1140,0,1,-1,1,-1,0,0,1,-1,0,X,-XOXO--XO
1141,0,1,-1,1,-1,0,1,0,-1,0,X,-XOXO-X-O
1142,0,1,-1,1,-1,0,1,-1,0,0,X,-XOXO-XO-
1143,0,1,-1,1,-1,-1,0,0,1,6,X,-XOXOO--X
1144,0,1,-1,1,-1,-1,0,1,0,0,X,-XOXOO-X-
1145,0,1,-1,1,-1,-1,1,0,0,0,X,-XOXOOX--
1146,0,1,-1,1,-1,1,0,0,-1,0,X,-XOXOX--O
1147,0,1,-1,1,-1,1,0,-1,0,6,X,-XOXOX-O-
1148,0,1,-1,1,1,0,0,-1,-1,5,X,-XOXX--OO
1149,0,1,-1,1,1,0,-1,0,-1,5,X,-XOXX-O-O
1150,0,1,-1,1,1,0,-1,-1,0,5,X,-XOXX-OO-
1151,0,1,-1,1,1,-1,0,-1,0,8,X,-XOXXO-O-
1152,0,1,-1,1,1,-1,-1,0,0,7,X,-XOXXOO--
1153,0,1,1,0,0,-1,-1,-1,1,0,X,-XX--OOOX
1154,0,1,1,0,0,-1,-1,1,-1,0,X,-XX--OOXO
1155,0,1,1,0,0,-1,1,-1,-1,0,X,-XX--OXOO
1156,0,1,1,0,-1,0,-1,-1,1,0,X,-XX-O-OOX
1157,0,1,1,0,-1,0,-1,1,-1,0,X,-XX-O-OXO
1158,0,1,1,0,-1,0,1,-1,-1,0,X,-XX-O-XOO
1159,0,1,1,0,-1,-1,0,-1,1,0,X,-XX-OO-OX
1160,0,1,1,0,-1,-1,0,1,-1,0,X,-XX-OO-XO
1161,0,1,1,0,-1,-1,-1,0,1,0,X,-XX-OOO-X
1162,0,1,1,0,-1,-1,-1,1,0,0,X,-XX-OOOX-
1163,0,1,1,0,-1,-1,1,0,-1,0,X,-XX-OOX-O
1164,0,1,1,0,-1,-1,1,-1,0,0,X,-XX-OOXO-
1165,0,1,1,0,-1,1,0,-1,-1,0,X,-XX-OX-OO
1166,0,1,1,0,-1,1,-1,0,-1,0,X,-XX-OXO-O
1167,0,1,1,0,-1,1,-1,-1,0,0,X,-XX-OXOO-
1168,0,1,1,0,1,-1,0,-1,-1,0,X,-XX-XO-OO
1169,0,1,1,0,1,-1,-1,0,-1,0,X,-XX-XOO-O
1170,0,1,1,0,1,-1,-1,-1,0,0,X,-XX-XOOO-
1171,0,1,1,-1,0,0,-1,-1,1,0,X,-XXO--OOX
1172,0,1,1,-1,0,0,-1,1,-1,0,X,-XXO--OXO
1173,0,1,1,-1,0,0,1,-1,-1,0,X,-XXO--XOO
1174,0,1,1,-1,0,-1,0,-1,1,0,X,-XXO-O-OX
1175,0,1,1,-1,0,-1,0,1,-1,0,X,-XXO-O-XO
1176,0,1,1,-1,0,-1,-1,0,1,0,X,-XXO-OO-X
1177,0,1,1,-1,0,-1,1,0,-1,0,X,-XXO-OX-O
1178,0,1,1,-1,0,1,0,-1,-1,0,X,-XXO-X-OO
1179,0,1,1,-1,0,1,-1,0,-1,0,X,-XXO-XO-O
1180,0,1,1,-1,-1,0,0,-1,1,0,X,-XXOO--OX
1181,0,1,1,-1,-1,0,0,1,-1,0,X,-XXOO--XO
1182,0,1,1,-1,-1,0,-1,0,1,0,X,-XXOO-O-X
1183,0,1,1,-1,-1,0,-1,1,0,0,X,-XXOO-OX-
1184,0,1,1,-1,-1,0,1,0,-1,0,X,-XXOO-X-O
1185,0,1,1,-1,-1,0,1,-1,0,0,X,-XXOO-XO-
1186,0,1,1,-1,-1,1,0,0,-1,0,X,-XXOOX--O
1187,0,1,1,-1,-1,1,0,-1,0,0,X,-XXOOX-O-
1188,0,1,1,-1,-1,1,-1,0,0,0,X,-XXOOXO--
1189,0,1,1,-1,1,0,0,-1,-1,0,X,-XXOX--OO
1190,0,1,1,-1,1,0,-1,0,-1,0,X,-XXOX-O-O
1191,0,1,1,-1,1,0,-1,-1,0,0,X,-XXOX-OO-
1192,0,1,1,-1,1,-1,0,0,-1,0,X,-XXOXO--O
1193,0,1,1,-1,1,-1,0,-1,0,0,X,-XXOXO-O-
1194,0,1,1,-1,1,-1,-1,0,0,0,X,-XXOXOO--
1195,0,1,1,1,0,-1,0,-1,-1,0,X,-XXX-O-OO
1196,0,1,1,1,0,-1,-1,0,-1,0,X,-XXX-OO-O
1197,0,1,1,1,-1,0,0,-1,-1,0,X,-XXXO--OO
1198,0,1,1,1,-1,0,-1,0,-1,0,X,-XXXO-O-O
1199,0,1,1,1,-1,0,-1,-1,0,0,X,-XXXO-OO-
1200,0,1,1,1,-1,-1,0,0,-1,0,X,-XXXOO--O
1201,0,1,1,1,-1,-1,0,-1,0,0,X,-XXXOO-O-
